Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Votes
18349911,Live Wok,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0714215,28.5096807,"chinese, asian, thai",500,Indian Rupees(Rs.),Yes,No,No,2,3.6,45
300652,Orange Chopsticks,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07144342,28.50954204,"chinese, thai, asian",1300,Indian Rupees(Rs.),Yes,Yes,No,3,3.5,200
302239,Pizzoccheri,1,Gurgaon,"Block 4, Unitech Infospace, Opposite IDPL, Old Delhi Gurgaon Road, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.07135793,28.50954764,"fast food, pizza",800,Indian Rupees(Rs.),Yes,No,No,2,3.6,76
18458317,Creamy Innovation,1,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",0.0,0.0,bakery,500,Indian Rupees(Rs.),No,No,No,2,0.0,0
18237348,Dosa Republic,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0714665,28.5096403,south indian,300,Indian Rupees(Rs.),No,No,No,1,0.0,1
18311959,Giani's,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0716464,28.5096576,"ice cream, desserts",250,Indian Rupees(Rs.),No,No,No,1,0.0,2
309308,Chai Point,1,Gurgaon,"Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",77.0717813,28.5099843,"tea, fast food",200,Indian Rupees(Rs.),No,Yes,No,1,2.4,49
301559,Latitude - Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",77.0700953,28.4562499,"north indian, mediterranean, european, asian, chinese, pizza",3500,Indian Rupees(Rs.),Yes,No,No,4,3.8,305
301562,Thai Pavilion - Vivanta By Taj,1,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",77.0701624,28.4559543,"thai, asian",4000,Indian Rupees(Rs.),Yes,No,No,4,4.0,219
311480,3H Kitchen,1,Gurgaon,"B-70, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0310152,28.5088255,"north indian, chinese",600,Indian Rupees(Rs.),No,No,No,2,2.9,15
303866,Manish Sweets & Bakers,1,Gurgaon,"Shop 59, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0313937,28.5085989,"mithai, bakery, street food",200,Indian Rupees(Rs.),No,No,No,1,2.8,5
4188,Oasis Kitchen,1,Gurgaon,"S-161, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0316635,28.5088043,"chinese, north indian",250,Indian Rupees(Rs.),No,No,No,1,2.9,6
311844,Ramchandra Chinese Food,1,Gurgaon,"C-145, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0309826,28.508564,"chinese, fast food",250,Indian Rupees(Rs.),No,Yes,No,1,2.7,10
308681,Sona Chinese,1,Gurgaon,"C-124, Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0308539,28.5090845,chinese,400,Indian Rupees(Rs.),No,No,No,1,2.8,14
2817,The Pastry Hut,1,Gurgaon,"S-73, Palam Vyapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0313937,28.5088678,"bakery, desserts",150,Indian Rupees(Rs.),No,Yes,No,1,2.9,13
5927,Aggarwal Sweets & Restaurant,1,Gurgaon,"B-89, Vyaapar Kendra, Palam Vihar, Gurgaon","Vyapar Kendra, Palam Vihar","Vyapar Kendra, Palam Vihar, Gurgaon",77.0311238,28.5088417,mithai,100,Indian Rupees(Rs.),No,No,No,1,0.0,0
301734,Bhoomika,1,Gurgaon,"39, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0842702,28.4604845,"bakery, desserts",250,Indian Rupees(Rs.),No,No,No,1,2.9,6
309851,FoodZilla,1,Gurgaon,"UGF-126, 1st Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0841917,28.4603512,"chinese, assamese",700,Indian Rupees(Rs.),No,Yes,No,2,3.3,153
300097,Goli Vada Pav No. 1,1,Gurgaon,"180, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0839756,28.4598562,street food,150,Indian Rupees(Rs.),No,Yes,No,1,3.4,151
18466966,Indo Chinese,1,Gurgaon,"178, Ground Floor, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",0.0,0.0,"north indian, chinese",200,Indian Rupees(Rs.),No,No,No,1,3.2,12
306524,Kathi Junction,1,Gurgaon,"GF-23, Ground Floor, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0836521,28.4606579,fast food,400,Indian Rupees(Rs.),No,Yes,No,1,3.0,89
1453,Romi da Dhaba,1,Gurgaon,"GF-177, Sushant Vyapar Kendra, Sushant Lok 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083832,28.4600476,north indian,550,Indian Rupees(Rs.),No,Yes,No,2,3.1,122
1451,Shamji Snacks,1,Gurgaon,"54, Vyapar Kendra, Block C, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0843266,28.4602296,"mithai, street food, south indian, chinese, north indian",400,Indian Rupees(Rs.),No,No,No,1,2.7,83
300082,The Lunch Break,1,Gurgaon,"UGF-9, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0835622,28.46047,north indian,200,Indian Rupees(Rs.),No,No,No,1,2.9,7
313479,Veg O Non,1,Gurgaon,"181, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0843266,28.459871,north indian,650,Indian Rupees(Rs.),No,No,No,2,3.1,21
9122,Alwar Sweets,1,Gurgaon,"GF-40, Opposite Mother Dairy, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0842816,28.4603598,"mithai, street food",200,Indian Rupees(Rs.),No,No,No,1,3.5,66
3559,Bakers Oven,1,Gurgaon,"9, Ground Floor, Vyaapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.083832,28.4606752,"bakery, desserts",600,Indian Rupees(Rs.),No,Yes,No,2,3.6,69
18265678,Burgzz Bee,1,Gurgaon,"GF-179, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0840568,28.4599348,"burger, fast food",250,Indian Rupees(Rs.),No,Yes,No,1,3.6,60
2165,Chinese Corner,1,Gurgaon,"GF-174, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0839219,28.4597873,"chinese, thai",500,Indian Rupees(Rs.),No,Yes,No,2,3.6,369
6769,Iroha,1,Gurgaon,"GF-144-146, Vyapar Kendra, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0832025,28.4599872,"bakery, fast food",400,Indian Rupees(Rs.),No,No,No,1,3.7,63
18441791,Chaudhary Burfi Wala,1,Gurgaon,"Shop 38, Vyapar Kendra, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0843266,28.4605883,"mithai, street food",150,Indian Rupees(Rs.),No,No,No,1,0.0,2
1454,Curry 'n' Phulka,1,Gurgaon,"GF-1, Vyapar Kendra, Block C, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0837421,28.4607562,"north indian, chinese",400,Indian Rupees(Rs.),No,Yes,No,1,2.4,83
6775,Wah Ji Wah,1,Gurgaon,"100, Ground Floor, Vyapar Kendra, C Block, Phase 1, Sushant Lok, Gurgaon","Vyapar Kendra, Sushant Lok","Vyapar Kendra, Sushant Lok, Gurgaon",77.0832256,28.4605726,north indian,400,Indian Rupees(Rs.),No,Yes,No,1,2.2,142
306043,Woods Spice,1,Gurgaon,"Woods Resort, H Block, Greenwood City, Near Sector 45, Gurgaon","Woods Resort, Gurgaon","Woods Resort, Gurgaon, Gurgaon",77.0573475,28.4428081,"continental, north indian",1300,Indian Rupees(Rs.),Yes,No,No,3,3.2,36
2100712,Mocha,1,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.773932,26.16149,"cafe, italian",800,Indian Rupees(Rs.),No,No,No,3,4.6,394
2100478,Terra Mayaa Restaurant and Lounge,1,Guwahati,"6th Floor, Anil Plaza 2, G.S. Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.77393191,26.1614901,"north indian, continental, italian, chinese",1400,Indian Rupees(Rs.),No,No,No,3,3.9,360
18384506,The Basement Caf��,1,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.77524608,26.1802428,cafe,600,Indian Rupees(Rs.),No,No,No,2,4.7,126
2100108,Strawberry Fields,1,Guwahati,"Chakradhar Villa, Opposite All India Radio, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.77495472,26.18470185,cafe,500,Indian Rupees(Rs.),No,No,No,2,4.1,290
2100921,Brooklyn Blues,1,Guwahati,"4th Floor, Dona Planet Mall, G. S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0.0,0.0,"continental, european",1400,Indian Rupees(Rs.),No,No,No,3,4.2,110
2100565,Confucius,1,Guwahati,"Near VLCC, G.S. Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",91.77739722,26.15735,"chinese, thai",750,Indian Rupees(Rs.),No,No,No,3,4.1,304
2100870,The Woking Mama,1,Guwahati,"4th Floor, Dona Planet Multiplex Mall, D. Neog Path, GS Road, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0.0,0.0,"chinese, thai, japanese, asian",1300,Indian Rupees(Rs.),No,No,No,3,4.4,129
2100861,Underdoggs Sports Bar & Grill,1,Guwahati,"1st Floor, Central Mall, G.S. Road, Sree Nagar, Christian Basti, Guwahati",Christian Basti,"Christian Basti, Guwahati",0.0,0.0,"north indian, continental",1650,Indian Rupees(Rs.),No,No,No,4,4.4,222
18381932,The Zouq : Resto-Cafe,1,Guwahati,"1st Floor, Royal Orchard, House 1, By Lane 2, Near Arohan and Passport Office, Dispur, Guwahati",Dispur,"Dispur, Guwahati",0.0,0.0,"cafe, north indian, italian",500,Indian Rupees(Rs.),No,No,No,2,4.1,124
18397909,BrewBakes,1,Guwahati,"Near Six Mile Flyover, above Domino's Pizza, Six Mile, Guwahati G.S. Road",Six Mile,"Six Mile, Guwahati",91.806493,26.13298761,"cafe, continental, chinese",500,Indian Rupees(Rs.),No,No,No,2,4.0,28
2100702,Barbeque Nation,1,Guwahati,"2nd Floor, Adityam Building, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",91.759857,26.172119,north indian,1500,Indian Rupees(Rs.),No,No,No,4,4.9,774
2100101,Yo! China,1,Guwahati,"1st Floor, Adityam Building,Borthakur Mall Road, Ulubari, Guwahati",Ulubari,"Ulubari, Guwahati",91.75816667,26.171,chinese,800,Indian Rupees(Rs.),No,No,No,3,3.6,327
2100322,4 Seasons,1,Guwahati,"Opposite Institute of Social Science, Bhuban Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.75316667,26.19166667,"chinese, north indian",300,Indian Rupees(Rs.),No,No,No,1,3.6,142
2100784,11th Avenue Cafe Bistro,1,Guwahati,"Opposite Assam State Museum, Dighalipukhuri, Tayabullah Road, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.75231431,26.18600148,"cafe, american, italian, continental",400,Indian Rupees(Rs.),No,No,No,2,4.1,377
2100849,Caf�� Riverrun,1,Guwahati,"47, Mahatma Gandhi Road, Uzan Bazaar, FabIndia Building, Guwahati ",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.75386279,26.19376437,"continental, juices, cafe, desserts, salad, italian",500,Indian Rupees(Rs.),No,No,No,2,4.2,99
18480196,Fat Belly,1,Guwahati,"Opposite Rabindra Bhawan, GNB Road, Ambari, Dighalipukhuri East, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",91.75222128,26.18571587,"asian, chinese, tibetan",500,Indian Rupees(Rs.),No,No,No,2,4.1,25
2100719,The Corner Cafe,1,Guwahati,"Navin Bhawan, Lamb Road, Ambari, Uzan Bazaar Guwahti, Uzan Bazaar, Guwahati",Uzan Bazaar,"Uzan Bazaar, Guwahati",0.0,0.0,"cafe, continental",850,Indian Rupees(Rs.),No,No,No,3,4.1,179
2100676,Chung Fa,1,Guwahati,"Zoo Narengi Road, Geetanagar, Zoo Tiniali Area, Guwahati, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.783,26.17266667,chinese,600,Indian Rupees(Rs.),No,No,No,2,4.3,369
2100074,Shanghai Salsa,1,Guwahati,"37, 1st Floor, Hatigarh Chariali, Mother Teresa Road, Zoo Tiniali Area, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.78535556,26.17221667,"continental, fast food, chinese, charcoal grill, mexican",1000,Indian Rupees(Rs.),No,No,No,3,4.0,256
18224282,Three Guys,1,Guwahati,"R.G.B Road, Zonali, Near Jonali Bus Stop, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",91.77896976,26.16767011,"continental, north indian, chinese, arabian, thai",700,Indian Rupees(Rs.),No,No,No,2,4.3,233
2100776,Ziya,1,Guwahati,"Opposite 5th By-Lane, Mother Teresa Road, Zoo Road, Zoo Tiniali, Guwahati",Zoo Tiniali,"Zoo Tiniali, Guwahati",0.0,0.0,"continental, chinese",700,Indian Rupees(Rs.),No,No,No,2,4.3,96
90744,Exotica,1,Hyderabad,"Opposite Audi Showroom, 5th Floor, 12th Square Building, Road 12, Banjara Hills, Hyderabad","12th Square Building, Banjara Hills","12th Square Building, Banjara Hills, Hyderabad",78.43722526,17.41037066,"mughlai, north indian, chinese",1500,Indian Rupees(Rs.),Yes,Yes,No,3,4.3,3374
18452864,AB's - Absolute Barbecues,1,Hyderabad,"No. 8-2-618/10-11,2nd Floor, Krishe Amethyst, Road No.1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad",78.44965395,17.41233045,"european, mediterranean, north indian",1500,Indian Rupees(Rs.),No,No,No,3,4.9,200
97824,Chili's,1,Hyderabad,"Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad",78.44957784,17.42281912,"mexican, american, tex-mex, burger",1800,Indian Rupees(Rs.),Yes,Yes,No,3,4.7,1932
18443506,The Fisherman's Wharf,1,Hyderabad,"304, Puppalaguda, Financial District,ISB - Outer Ring Road, Gachibowli, Hyderabad",Gachibowli,"Gachibowli, Hyderabad",78.3296446,17.4110278,"seafood, continental, goan, asian, andhra",1500,Indian Rupees(Rs.),Yes,No,No,3,3.8,144
90847,Chili's,1,Hyderabad,"F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.38674374,17.43380875,"mexican, american, tex-mex, burger",1800,Indian Rupees(Rs.),No,Yes,No,3,4.6,2553
18280329,Pine & Dine,1,Hyderabad,"Plot 73, Jubilee Enclave, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.3754674,17.4558938,"north indian, south indian, chinese",700,Indian Rupees(Rs.),Yes,Yes,No,2,4.0,682
96626,Jonathan's Kitchen - Holiday Inn Express & Suites,1,Hyderabad,"Holiday Inn Express & Suites, Gachibowli, Hyderabad",Holiday Inn Express & Suites,"Holiday Inn Express & Suites, Hyderabad",78.3475536,17.424114,"north indian, japanese, italian",1900,Indian Rupees(Rs.),Yes,No,No,3,4.3,860
94286,AB's - Absolute Barbecues,1,Hyderabad,"Plot 483, 4th Floor, Pemmasani Complex, Bajaj Electronics Building, Near Madhapur Police Station, Road 36, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.3978647,17.4382631,"european, mediterranean, north indian",1500,Indian Rupees(Rs.),No,No,No,3,4.9,5434
96776,Con�_u,1,Hyderabad,"479/B, Road 21, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40832144,17.43166813,"bakery, desserts",600,Indian Rupees(Rs.),No,No,No,2,4.8,1023
18418733,Dock Forty Five,1,Hyderabad,"1067, Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40442251,17.42829434,"continental, asian",1400,Indian Rupees(Rs.),No,No,No,3,4.2,79
18418730,Mocha Bar,1,Hyderabad,"161, Road 13, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.41821343,17.43044843,"north indian, continental, italian",1200,Indian Rupees(Rs.),Yes,No,No,3,4.2,221
93766,Olive Bistro,1,Hyderabad,"Road 46, Inside Durgam Cheruvu, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.3926214,17.4295847,"mediterranean, italian, european",2000,Indian Rupees(Rs.),Yes,Yes,No,4,4.4,2218
18356469,Prost Brew Pub,1,Hyderabad,"882/A Road No 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40035025,17.43147653,"italian, continental, chinese",1200,Indian Rupees(Rs.),Yes,No,No,3,4.1,594
97503,United Kitchens of India,1,Hyderabad,"Road 45, Jubilee Hills, Hyderabad",Jubilee Hills,"Jubilee Hills, Hyderabad",78.40749498,17.42622756,"north indian, andhra, chettinad, bengali, mughlai, chinese",1100,Indian Rupees(Rs.),Yes,No,No,3,4.1,1431
92577,Heart Cup Coffee,1,Hyderabad,"B 7 & 8, Jubilee Garden, Behind TCS Building, E Park, Kondapur, Hyderabad",Kondapur,"Kondapur, Hyderabad",78.36885475,17.45970973,"cafe, continental, north indian, chinese",1800,Indian Rupees(Rs.),No,Yes,No,3,4.2,1859
18307251,Churrolto,1,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad",78.393391,17.440827,"desserts, cafe, mexican",500,Indian Rupees(Rs.),No,No,No,2,4.7,344
18313013,The Grand Trunk Road,1,Hyderabad,"16, Image Garden Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad",78.38588309,17.45197577,"north indian, chinese",1100,Indian Rupees(Rs.),No,Yes,No,3,3.9,616
18312984,Sahib��s Barbeque by Ohri��s,1,Hyderabad,"First Floor, Shilparamam Complex, Opposite Cyber Tower, Hitech City, Hyderabad",Ohri' Hitech City,"Ohri' Hitech City, Hyderabad",78.37934721,17.45085056,"hyderabadi, awadhi",1400,Indian Rupees(Rs.),Yes,No,No,3,4.1,571
1401756,KYRO,1,Indore,"Fortune Aura Rooftop, 1,  Gurmeet Nagar, Bhawar Kuan Main Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.8660587,22.6952067,"north indian, chinese, continental, mediterranean, asian",1300,Indian Rupees(Rs.),No,No,No,3,3.7,238
1400544,JAL - A Jungle Restaurant,1,Indore,"Behind Pushp Kunj Hospital, Khandwa Road, Bhawar Kuan, Indore",Bhawar Kuan,"Bhawar Kuan, Indore",75.88199135,22.65184685,"north indian, chinese",850,Indian Rupees(Rs.),No,No,No,3,4.1,100
18254231,Oye24,1,Indore,"HIG-LIG, Indore",HIG-LIG,"HIG-LIG, Indore",75.86669887,22.75185706,"north indian, chinese, south indian",250,Indian Rupees(Rs.),No,No,No,1,4.1,152
1402314,Hobnob Gourmet Caf��bar,1,Indore,"Infiniti Hotel, 1C/CA, Scheme 94, Vijay Nagar, Indore","Infiniti Hotel, Vijay Nagar","Infiniti Hotel, Vijay Nagar, Indore",75.90336453,22.75365871,"italian, continental",1950,Indian Rupees(Rs.),No,No,No,4,4.1,37
1400466,Mangosteen Cafe,1,Indore,"4/5, 5th Floor, Pushpratna Solitaire, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.8841666,22.7270206,"cafe, fast food, italian, mexican",700,Indian Rupees(Rs.),No,No,No,2,3.9,430
1401934,Mama Loca,1,Indore,"G-1, Princess Centre, 6/3, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.884212,22.7281631,"greek, lebanese",1000,Indian Rupees(Rs.),No,No,No,3,4.2,304
1401548,Vidorra,1,Indore,"1001, Rooftop, Shekhar Central, Palasia Square, New Palasia, Indore",New Palasia,"New Palasia, Indore",75.8869592,22.722634,"north indian, chinese",1200,Indian Rupees(Rs.),No,No,No,3,4.0,404
1400460,Cafe Palette,1,Indore,"136, Saket, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8984969,22.7257475,"cafe, lebanese, italian",800,Indian Rupees(Rs.),No,No,No,3,3.8,214
1400056,Nafees Restaurant,1,Indore,"30-B, Apollo Avenue, Old Palasia, Indore",Old Palasia,"Old Palasia, Indore",75.8876482,22.7258351,"north indian, mughlai",850,Indian Rupees(Rs.),No,No,No,3,4.0,496
1400169,The Creative Kitchen - Radisson Blu Hotel,1,Indore,"Radisson Blu Hotel, 12, Scheme 94C, Ring Road, Vijay Nagar, Indore","Radisson Blu Hotel, Vijay Nagar","Radisson Blu Hotel, Vijay Nagar, Indore",75.90284687,22.75003967,"north indian, continental, mexican, italian",2000,Indian Rupees(Rs.),No,No,No,4,3.8,209
1400186,Square - Sayaji Hotel,1,Indore,"Sayaji Hotel, H-1, Scheme 54, Vijay Nagar, Indore","Sayaji Hotel, Vijay Nagar","Sayaji Hotel, Vijay Nagar, Indore",75.88949014,22.75123407,"north indian, chinese, italian",1500,Indian Rupees(Rs.),No,No,No,4,4.3,334
1402335,Freito,1,Indore,"343-344, Rooftop, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8934001,22.7480596,"mexican, italian",650,Indian Rupees(Rs.),No,No,No,2,3.1,26
1400555,Cafe Terazza,1,Indore,"10th Floor, Airen Heights, Opposite C 21 Mall, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.89247074,22.74504922,"cafe, italian, mexican, chinese",700,Indian Rupees(Rs.),No,No,No,2,3.9,502
1401948,Cafe Yolo,1,Indore,"65, Scheme 78-II, Opposite Prestige College, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.88636234,22.76159306,"cafe, fast food",650,Indian Rupees(Rs.),No,No,No,2,3.8,69
18395137,Just My Bakes,1,Indore,"5-B/F, Scheme 74C, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.892574,22.7600723,"cafe, bakery",500,Indian Rupees(Rs.),No,No,No,2,3.9,69
1400121,10 Downing Street,1,Indore,"Second Floor, Malhar Mega Mall, AB Road, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8943769,22.744648,"north indian, chinese",1500,Indian Rupees(Rs.),No,No,No,4,4.0,413
1402028,Cakesmith's Alley,1,Indore,"Shop 8, Scheme 78, Near Prestige College UG Campus, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8875215,22.7612256,"bakery, cafe, fast food",400,Indian Rupees(Rs.),No,No,No,2,4.3,87
1401857,The Yellow Chilli,1,Indore,"Block B-3, Dhan Trident, Near Metro Tower, PU-4, Scheme 54, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8974292,22.7538385,"north indian, mughlai, seafood",1100,Indian Rupees(Rs.),No,No,No,3,4.1,181
1402089,Waffle House,1,Indore,"Shop 301, Satyaraj Building, Opposite Malhar Mall, A.B Road, Vijay Nagar, Indore",Vijay Nagar,"Vijay Nagar, Indore",75.8931063,22.745536,"cafe, fast food",500,Indian Rupees(Rs.),No,No,No,2,4.3,171
1402050,Mocha,1,Indore,"G-1 & 2, Prakrati Corporate Building, Race Course Area, YN Road, Indore",YN Road,"YN Road, Indore",75.8747647,22.7322253,"cafe, continental, italian, street food",800,Indian Rupees(Rs.),No,No,No,3,4.0,341
101212,Tapri Central,1,Jaipur,"B4 E, 3rd Floor, Surana Jewellers, Opposite Central Park, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.81075322,26.90518991,"cafe, fast food, street food",750,Indian Rupees(Rs.),No,Yes,No,2,4.7,1469
101834,Blackout,1,Jaipur,"Hotel Golden Oak, 9th Floor, Ahinsa Circle, Landmark Building, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8057035,26.9141424,"north indian, european, continental, finger food",1650,Indian Rupees(Rs.),No,No,No,3,3.9,676
101884,Mamu's Infusion,1,Jaipur,"101, D-46-B,First Floor, Mangalam Ambition Tower, Subhash Marg, Agresen Circle, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.8031391,26.91348344,"italian, chinese, mexican, thai, north indian",1400,Indian Rupees(Rs.),No,Yes,No,3,4.0,582
102813,Nibs Cafe,1,Jaipur,"B-16 Durgadas Colony, Next to MGF Mall, Bhawani Singh Road, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.7942573,26.9023283,"cafe, italian, continental",750,Indian Rupees(Rs.),No,Yes,No,2,4.4,389
